Column;de;en
quest_hint_TUTORIAL_9_CARD_ASCEND;Klicke im Deckbuilder mit der rechten Maustaste auf eine Karte welche Level 5 ist. §quest_hint_mixin_ascension;Click with the right mouse button at a level 5 card in the deckbuilder. §quest_hint_mixin_ascension
quest_description_TUTORIAL_10_NAVIGATE_COLLECTION;Öffne den Tab „§navbar_menu_collection“;"Open the tab ""§navbar_menu_collection"""
quest_hint_TUTORIAL_10_NAVIGATE_COLLECTION;Klicke oben in der Navigationsleiste auf den Knopf mit der Aufschrift „§navbar_menu_collection“, um in das Menü für die Kartenfreischaltung zu gelangen.;"Click the button at the top navigation bar labelled ""§navbar_menu_collection"" to enter the menu for card unlocks."
quest_description_TUTORIAL_11_CARD_UNLOCK;Schalte eine Karte frei;Unlock a card
quest_hint_TUTORIAL_11_CARD_UNLOCK;Du kannst neue Karten über das Erfüllen von Freischaltquests im Shop entsperren. Um deinen Fortschritt der benötigten Aufgaben für eine Karte zu sehen, gehe in die Legionsübersicht und klicke auf eine gesperrte Karte im Baum.;You can unlock new cards in the shop by completing their unlock quests. Your progress of them can be found in the legion trees in the legion overview.
quest_description_TUTORIAL_12_NAVIGATE_SHOP;Öffne den Tab „Shop“;"Open the tab ""Shop"""
quest_hint_TUTORIAL_12_NAVIGATE_SHOP;Klicke oben in der Navigationsleiste auf den Knopf mit der Aufschrift „Shop“, um in das Menü für den Kauf von Karten, Premiumwährung und anderen Dingen zu gelangen.;"Click the button at the top navigation bar labelled ""Shop"" to enter the menu for purchasing cards, crystals and more."
quest_description_TUTORIAL_13_CARD_BUY;Kaufe eine Karte;Buy a card
quest_hint_TUTORIAL_13_CARD_BUY;Gehe in den Shop, klicke auf eine beliebige freigeschaltete Karte und kaufe sie für eine Währung deiner Wahl.;Visit the shop, click on any unlocked card and purchase it with any currency.
quest_description_TUTORIAL_14_NAVIGATE_SHOP_CRYSTALS;Öffne den Tab „Kristalle“ im Shop;"Open the tab ""Crystals"" in the shop"
quest_hint_TUTORIAL_14_NAVIGATE_SHOP_CRYSTALS;Klicke oben in der Navigationsleiste auf den Knopf mit der Aufschrift „Shop“. Dann klicke in der Unternavigationsleiste auf den Knopf mit der Aufschrift „Kristalle“.;"Click the button at the top navigation bar labelled ""Shop"". Then click in the sub navigation bar at the button labelled ""Crystals"", to enter the menu to purchase premium currency."
quest_description_TUTORIAL_15_ADD_FRIEND;Füge einen Freund deiner Freundesliste hinzu;Add a friend to your friendlist
quest_hint_TUTORIAL_15_ADD_FRIEND;Öffne rechts unten die Freundesliste und klicke auf den Button „Freund hinzufügen“. Im folgenden Menü kannst du deine Steamfreunde die Rise of Legions spielen oder beliebige andere Spieler mit ihrer Freundes-ID hinzufügen. Deine Freundes-ID siehst du in der Freundesliste ganz oben.;"Open the friend list by clicking the button at the bottom right corner. Then click the button ""Add friend"" to open the dialog to add your steam friends which are playing Rise of Legions or any player by the friend ID. The friend ID can be found topmost in the friend list."
quest_description_TUTORIAL_16_CARD_LEVEL_TRIBUTE;Opfere Karten als Tribut für eine andere Karte;Tribute cards into another card
quest_hint_TUTORIAL_16_CARD_LEVEL_TRIBUTE;Klicke im Deckbuilder mit der rechten Maustaste auf eine Karte, welche noch nicht Level 5 ist. Im folgenden Menü kannst du beliebige andere Karten opfern, um der Karte Erfahrung zu geben. Nutze die Möglichkeit, um schneller voran zu kommen und deine Lieblingskarten mit ungenutzten Karten zu verbessern!;Click with the right mouse button at a card with a level smaller than 5 in the deckbuilder. In the following dialog you can sacrifice any other card to increase the experience of the card, accelerating the progress. Sacrifice cards you don't need to improve your favorite cards!
quest_description_TUTORIAL_17_ASCEND_SILVER;Lass eine Karte auf Silber aufsteigen;Ascend a card to silver
quest_hint_TUTORIAL_17_ASCEND_SILVER;Klicke im Deckbuilder mit der rechten Maustaste auf eine Bronze-Karte welche Level 5 ist. §quest_hint_mixin_ascension höherwertige Beute!;Click with the right mouse button at a level 5 bronze card in the deckbuilder. §quest_hint_mixin_ascension
quest_description_TUTORIAL_18_ASCEND_GOLD;Lass eine Karte auf Gold aufsteigen;Ascend a card to gold
quest_hint_TUTORIAL_18_ASCEND_GOLD;Klicke im Deckbuilder mit der rechten Maustaste auf eine Silber-Karte welche Level 5 ist. §quest_hint_mixin_ascension höherwertige Beute!;Click with the right mouse button at a level 5 silver card in the deckbuilder. §quest_hint_mixin_ascension
quest_description_TUTORIAL_19_ASCEND_CRYSTAL;Lass eine Karte auf Kristall aufsteigen;Ascend a card to crystal
quest_hint_TUTORIAL_19_ASCEND_CRYSTAL;Klicke im Deckbuilder mit der rechten Maustaste auf eine Gold-Karte welche Level 5 ist. §quest_hint_mixin_ascension höherwertige Beute!;Click with the right mouse button at a level 5 gold card in the deckbuilder. §quest_hint_mixin_ascension
quest_description_TUTORIAL_SET_PROFILE_ICON;Lege dein Profilicon fest;Choose a profile icon
quest_hint_TUTORIAL_SET_PROFILE_ICON;Klicke mit der rechten Maustaste auf dein Profilicon oben rechts in der Navigationsleiste und wähle den Menüpunkt „§popupmenu_choose_playericon“ um dein Profilicon zu ändern.;"Click with the right mouse button at your profile icon top right at the navigation bar and press ""§popupmenu_choose_playericon"" to change your profile icon."
quest_description_TUTORIAL_SET_DECK_ICON;Lege das Icon für ein Deck fest;Choose a deck icon
quest_hint_TUTORIAL_SET_DECK_ICON;Öffne ein Deck im Deckbuilder und klicke auf das Deckicon unten rechts, um ein neues Symbol auszuwählen.;Open a deck in the deckbuilder and click at the deck icon at the bottom right to choose a new icon.
quest_description_TUTORIAL_SET_DECK_NAME;Lege den Namen für ein Deck fest;Choose a deck name
quest_hint_TUTORIAL_SET_DECK_NAME;Öffne ein Deck im Deckbuilder und klicke auf den Namen unten rechts, um ihn zu verändern.;Open a deck in the deckbuilder and click at the deck name at the bottom right to change it.
quest_hint_mixin_ascension;Im folgenden Dialog kannst du gleiche Karten auf der gleichen Stufe opfern, um die Karte auf die nächste Stufe aufsteigen zu lassen. Wenn du in höheren Stufen spielst, erhältst du Zugang zu mehr Karten und bekommst höherwertige Beute!;In the following dialog you can sacrifice same cards of the tier to ascend the card to the next tier. While playing in higher tiers you gain access to more cards and receive more valuable loot!
quest_description_EVENT_AEGIS_1;Gewinne %d Spiele mit blauen Karten im Deck;Win %d matches using blue cards
quest_description_EVENT_AEGIS_2;Fülle %d mal Munition bei einem Gebäude nach;Refill %d times ammunition of a building
quest_description_EVENT_AEGIS_3;Töte %d Ziele mit dem Raketenwerfer;Kill %d targets with the missile turret
quest_description_EVENT_AEGIS_4;Schließe alle Ereignisquests ab;Complete all event quests
;;
reconnect_message;Leider wurde die Verbindung zum Rise of Legions Server verloren, möchtest du sie wiederherstellen?;Unfortunately the connection to the Rise of Legions Server has been lost. Do you want to reconnect?
reconnect_reconnect_button_caption;Wiederverbinden;Reconnect
register;Nicht registriert? Hier klicken!;Not registered? Click here!
ranking_streak_lose;Pechsträhne -1 Malusschild!;Lose Streak -1 Malus Shield!
ranking_streak_loses;Pechsträhne -2 Malusschilde!;Lose Streak -2 Malus Shield!
ranking_rank_down;Rang abgestiegen!;Descended Rank!
ranking_rank_up;Rang aufgestiegen!;Ascended Rank!
ranking_streak_win;Siegesserie +1 Bonusschild!;Win Streak +1 Bonus Shield!
ranking_streak_wins;Siegesserie +2 Bonusschilde!;Win Streak +2 Bonus Shield!
rewardscreen_experience_to_go;%d Erfahrung bis zum nächsten Level;%d experience to next level up
reward_screen_experience_max;Maximales Level erreicht!;Max level reached!
rewardscreen_first_win_time;Täglicher Sieg verfügbar in %s;Daily First Win in %s
rewardscreen_first_win_used;Täglicher Sieg (+500);Daily First Win (+500)
rewardscreen_matchtime;Rundenzeit %s;Matchtime %s
reward_loot_caption;Wähle deine Belohnung!;Choose your reward!
reward_loot_choose;Wählen;Choose
reward_loot_locked_hint;Du kannst diese Karte nicht wählen, da du sie noch nicht freigeschaltet hast. Schalte möglichst viele Karten frei, um immer die volle Auswahl zu haben!;You can‘t choose this card, because you didn‘t unlock it yet. Unlock as many cards as possible to always have access to all choices!
;;
server_down_title;Rise of Legions ist momentan offline;Rise of Legions is currently offline
server_down_text;Das genaue Datum der nächsten Stufe der geschlossenen Beta wird bald angekündigt. Tritt unserem Discord-Server bei, um die aktuellsten Nachrichten über Rise of Legions zu erhalten!;The exact date of the next stage of the closed beta will be announced soon. Join our Discord to get the latest news about Rise of Legions!
;;
settings_caption;Einstellungen;Settings
settings_menu_category_gameplay;Gameplay;Gameplay
settings_menu_category_graphics;Grafik;Graphics
settings_menu_category_sound;Sound;Sound
settings_menu_category_keybinding;Tastaturbelegung;Keybindings
settings_need_restart_hint;Änderungen an dieser Einstellung werden erst nach einem Neustart des Spiels aktiv!;Changes to this setting are only applied after restarting the game!
settingsgameplayclipcursor;Maus einfangen;Confine cursor
settingsgameplayclipcursorhint;(nur im Fenstermodus) Der Mauscursor wird im Fenster eingefangen und kann es nicht verlassen. Deaktiviert das Scrollen am Rand des Fensters.;(only in windowed mode) Confines the cursor to the game window. Deactivates borderscrolling.
settingsgameplaydragwavetemplates;Drag and Drop Platzierung;Drag and Drop unit placement.
settingsgameplaydragwavetemplateshint;Einheiten können aus der Leiste auf das Feld gezogen werden, um sie zu platzieren.;Units can be played by drag and drop.
settingsgameplayendlessbuild;Auto Mehrfach-Platzierung;Multiplacing of units
settingsgameplayendlessbuildhint;Einheiten werden nach der Platzierung nicht abgewählt und können so mehrfach nacheinander platziert werden.;Units won't be deselected after placing them, so multiple units can be placed easily.
SettingsGameplayShowEffectRadius;Effektradien anzeigen;Show areas of effect
SettingsGameplayShowEffectRadiusHint;Der Wirkungsbereich eines Effektes wird angezeigt.;The visualisation of the area of effect is shown.
settingsgameplayhidetutorial;Tutorial-Hinweise verstecken;Hide Tutorial Buttons
settingsgameplayhidetutorialhint;Die Tutorial-Knöpfe werden im Interface ausgeblendet.;Hides all tutorial buttons in the ingame interface.
settingsgameplaykeybindingmode;Alternative Steuerung;Alternative controls
settingsgameplaykeybindingmodehint;WASD wird zum umschauen verwendet und die Zauber sind auf QERF gelegt statt auf QWER.;WASD can now be used to move the camera, spells are usable via QERF instead of QWER.
settingsgameplayrightclickpanning;Umsehen mit der rechten Maustaste;Camera panning using the right mouse button.
settingsgameplayrightclickpanninghint;Durch das Halten der rechten Maustaste kann die Kamera bewegt werden.;Moving the mouse while holding the right mouse button moves the camera as well.
settings_general_has_secret_access;Geheimer Zugang zur Beta;Secret access to the beta
settings_gameplay_fixed_team_colors;Feste Teamfarben;Fixed team colors
settings_gameplay_fixed_team_colors_hint;Wenn gewählt, spielst du immer Blau und deine Gegner sind immer Rot. Ansonsten bestimmt die Startposition die Farbe.;When selected, your units will always appear as blue to and enemy units as red. If not selected, your starting position determines the team color (Bottom blue/Top red).
settings_gameplay_healthbarmode_caption;Lebensbalken;Healthbars
settings_gameplay_healthbarmode_hmNone;Immer ausblenden;Hide always
settings_gameplay_healthbarmode_hmDamaged;Nur verletzte Einheiten;Only injured units
settings_gameplay_healthbarmode_hmAlways;Immer anzeigen;Show always
settings_gameplay_dropzonemode_caption;Beschwörungszonen;Summoning Zones
settings_gameplay_dropzonemode_dzall;Komplett;All
settings_gameplay_dropzonemode_dzarea;Nur Bereich;Only Area
settings_gameplay_dropzonemode_dzcursor;Nur Cursor;Only Cursor
settings_gameplay_dropzonemode_dzhide;Ausblenden;Hide
settings_gameplay_clickprecision_caption;Selektionspräzision;Selection Precision
settings_gameplay_clickprecision_hint;Steuert die Klickpräzision bei der Selektion einzelner Einheit. Wenn sie größer eingestellt wird, können Einheiten auch durch Klicks in der Nähe ausgewählt und angezielt werden.;Controls the click precision at targeting single units. If it is set wider, units can be selected and targeted even by clicking near to them.
settings_gameplay_clickprecision_cpPrecise;Präzise;Precise
settings_gameplay_clickprecision_cpExtended;Erweitert;Extended
settings_gameplay_clickprecision_cpWide;Großflächig;Wide
settings_gameplay_technical_panel;FPS und Ping anzeigen;Show framerate and ping
settings_gameplay_technical_panel_hint;Wenn aktiviert wird die aktuelle Framerate pro Sekunde und der Ping zum Server links oben in der Ecke angezeigt.;If active, the current framerate per second and the ping to the server is shown in the top left corner.
settings_graphics_vsync;Vertikale Synchronisation;Vertical synchronization
settings_graphics_vsync_hint;Passt die Bildwiederholfrequenz an den Monitor an. Bei hohen Frameraten wird das Bild dadurch stabiler und ruckelfreier, bei geringen Frameraten oder manchen Systemen kann diese Option zu negativen Einflüssen führen.;Adjusts the frame rate to be synchronized with the refresh rate of the monitor. At high framerates can lead to a smoother and more stable result, but can have a negative effect at low frame rates and some systems.
settings_graphics_texture_quality;Texturqualität;Texture quality
settings_graphics_texture_quality_tqMaximum;Maximum;Maximum
settings_graphics_texture_quality_tqHigh;Hoch;High
settings_graphics_texture_quality_tqMedium;Mittelmäßig;Medium
settings_graphics_texture_quality_tqLow;Gering;Low
settings_graphics_texture_quality_tqMinimum;Minimal;Minimum
settings_keybinding_dialog_caption;Tastenbelegung ändern;Change keybinding
settings_keybinding_dialog_apply;Anwenden;Apply
settings_keybinding_dialog_cancel;Abbrechen;Cancel
settings_keybinding_dialog_title;Neubelegung für\n„%s“;"Rebind for\n""%s"""
settings_keybinding_kbScreenshot_caption;Bildschirmfoto aufnehmen;Make Screenshot
settings_keybinding_kbDeckslot01_caption;Karte 1 wählen;Select card 1
settings_keybinding_kbDeckslot02_caption;Karte 2 wählen;Select card 2
settings_keybinding_kbDeckslot03_caption;Karte 3 wählen;Select card 3
settings_keybinding_kbDeckslot04_caption;Karte 4 wählen;Select card 4
settings_keybinding_kbDeckslot05_caption;Karte 5 wählen;Select card 5
settings_keybinding_kbDeckslot06_caption;Karte 6 wählen;Select card 6
settings_keybinding_kbDeckslot07_caption;Karte 7 wählen;Select card 7
settings_keybinding_kbDeckslot08_caption;Karte 8 wählen;Select card 8
settings_keybinding_kbDeckslot09_caption;Karte 9 wählen;Select card 9
settings_keybinding_kbDeckslot10_caption;Karte 10 wählen;Select card 10
settings_keybinding_kbDeckslot11_caption;Karte 11 wählen;Select card 11
settings_keybinding_kbDeckslot12_caption;Karte 12 wählen;Select card 12
settings_keybinding_kbSpellCast_caption;Gewählte Karte ausspielen;Play selected card
settings_keybinding_kbSpellCastRepeat_caption;Gewählte Karte wiederholt ausspielen;Play selected card multiple
settings_keybinding_kbUnitSelect_caption;Einheit selektieren;Select unit
settings_keybinding_kbMainAction_caption;Hauptaktion;Main action
settings_keybinding_kbSecondaryAction_caption;Nebenaktion;Secondary action
settings_keybinding_kbMainCancel_caption;Abbruch;Cancel
settings_keybinding_kbNexusJump_caption;Zum Nexus und zurück springen;Jump to nexus and back
settings_keybinding_kbScoreboardHold_caption;Spielinformationen anzeigen;Show match information
settings_keybinding_kbGUIToggle_caption;UI ein-/ausblenden;Toggle user interface
settings_keybinding_kbSandboxGUIToggle_caption;Sandbox-UI ein-/ausblenden;Toggle sandbox ui
settings_keybinding_kbCameraLeft_caption;Nach links scrollen;Move left
settings_keybinding_kbCameraUp_caption;Nach oben scrollen;Move up
settings_keybinding_kbCameraRight_caption;Nach rechts scrollen;Move right
settings_keybinding_kbCameraDown_caption;Nach unten scrollen;Move down
settings_keybinding_kbCameraLaneLeft_caption;Entlang des Weges nach links scrollen;Move left along lane
settings_keybinding_kbCameraLaneRight_caption;Entlang des Weges nach rechts scrollen;Move right along lane
settings_keybinding_kbCameraRise_caption;Kamera aufsteigen;Move higher
settings_keybinding_kbCameraFall_caption;Kamera senken;Move lower
settings_keybinding_kbCameraPanning_caption;Kamera schwenken;Pan camera
settings_keybinding_kbCameraMoveTo_caption;Kamera auf Zielpunkt zentrieren;Center camera to point
settings_keybinding_kbCameraResetZoom_caption;Zoomstufe der Kamera zurücksetzen;Reset camera zoom
settings_keybinding_kbChangeCommander01_caption;Spieler 1 wählen;Select player 1
settings_keybinding_kbChangeCommander02_caption;Spieler 2 wählen;Select player 2
settings_keybinding_kbChangeCommander03_caption;Spieler 3 wählen;Select player 3
settings_keybinding_kbChangeCommander04_caption;Spieler 4 wählen;Select player 4
settings_keybinding_kbChangeCommander05_caption;Spieler 5 wählen;Select player 5
settings_keybinding_kbChangeCommander06_caption;Spieler 6 wählen;Select player 6
settings_keybinding_kbChangeCommander07_caption;Spieler 7 wählen;Select player 7
settings_keybinding_kbChangeCommander08_caption;Spieler 8 wählen;Select player 8
settings_keybinding_kbChangeCommander09_caption;Spieler 9 wählen;Select player 9
settings_keybinding_kbChangeCommander10_caption;Spieler 10 wählen;Select player 10
settings_keybinding_kbChangeCommander11_caption;Spieler 11 wählen;Select player 11
settings_keybinding_kbChangeCommander12_caption;Spieler 12 wählen;Select player 12
settings_keybinding_kbDrawTerrainToggle_caption;Terrain ein-/ausblenden;Toggle terrain
settings_keybinding_kbDrawWaterToggle_caption;Wasser ein-/ausblenden;Toggle water
settings_keybinding_kbDrawVegetationToggle_caption;Vegetation ein-/ausblenden;Toggle vegetation
settings_keybinding_kbDeferredShadingToggle_caption;Deferred Shading ein-/ausschalten;Toggle deferred shading
settings_keybinding_kbNormalmappingToggle_caption;Normalmapping ein-/ausschalten;Toggle normal mapping
settings_keybinding_kbShadowTechniqueToggle_caption;Schatten ein-/ausschalten;Toggle shadows
settings_keybinding_kbTerrainEditor_caption;Terrain-Editor öffnen;Open terrain editor
settings_keybinding_kbGUIEditor_caption;GUI-Editor öffnen;Open ui editor
settings_keybinding_kbPostEffectEditor_caption;Posteffect-Editor öffnen;Open posteffect editor
settings_keybinding_kbForceGameTick_caption;Gametick senden;Send game tick
settings_keybinding_kbHitboxToggleVisibility_caption;Hitboxen ein-/ausblenden;Toggle hitboxes
settings_keybinding_kbHealthbarsToggleVisibility_caption;Lebensbalken ein-/ausblenden;Toggle health bars
settings_keybinding_kbPathfindingVisualize_caption;Pathfinding ein-/ausblenden;Toggle pathfinding
settings_keybinding_kbPathfindingCoordinate_caption;Pathfindingkoordinaten ein-/ausblenden;Toggle pathfinding coordinates
settings_keybinding_kbPathfindingFlow_caption;Pathfindingflow ein-/ausblenden;Toggle pathfinding flow
settings_keybinding_kbPathfindingIncVisibleLength_caption;Pathfindinglänge erhöhen;Increase pathfinding length
settings_keybinding_kbPathfindingDecVisibleLength_caption;Pathfindinglänger verringern;Decrease pathfinding length
settings_sound_caption;Spielsound;Game sound
settings_sound_meta_caption;Menüsound;Menu sound
settings_sound_check;Sound aktivieren;Activate Sound
settings_sound_background_check;Im Hintergrund aktiv;Active in background
settings_sound_effect_check;Effekte aktivieren;Activate Effects
settings_sound_gui_check;UI-Sounds aktivieren;Activate GUI-Sounds
settings_sound_music_check;Musik aktivieren;Activate Music
revertsettings;Zurücksetzen;Revert to default
;;
shop_balance_after_purchase;Kontostand nach Kauf:;Balance after purchase:
shop_currency_name_currency_diamonds;Kristalle;Crystals
shop_currency_name_currency_gold;Gold;Coins
shop_currency_name_currency_orb_black;schwarze Orbs;black Orbs
shop_currency_name_currency_orb_green;grüne Orbs;green Orbs
shop_currency_name_currency_orb_red;rote Orbs;red Orbs
shop_currency_name_currency_orb_blue;blaue Orbs;blue Orbs
shop_currency_name_currency_orb_white;weiße Orbs;white Orbs
shop_item_buy_currency_description;Bekomme %d %s für deinen Account gutgeschrieben.;Receive %d %s for your account.
shop_item_buy_exp_description;Bekomme %d EXP für deinen Account gutgeschrieben.;Receive %d EXP for your account.
shop_item_name_Diamonds_0100;Kristallsplitter;Crystal Shards
shop_item_name_Diamonds_0400;Kristallschwung;Crystal Batch
shop_item_name_Diamonds_1500;Kristallhaufen;Crystal Pile
shop_item_name_Diamonds_3500;Kristallsack;Crystal Bag
shop_item_name_Diamonds_8000;Kristallkiste;Crystal Chest
shop_item_card_offer_locked_hint;Schalte die Karte in der Sammlung frei, um sie mit Credits kaufen zu können!;Unlock the card to gain the purchase by Credits option!
shop_item_card_own_count_hint;Anzahl der Karten dieses Typs im Besitz.;Number of owned cards of this type.
shop_item_diamonds_bonus;+%s Bonus;+%s bonus
shop_item_sold_out;Im Besitz;Owned
shop_message_diamonds;Sobald Rise of Legions diesen Herbst im Early Access erscheint, werden alle bestehenden Accounts zurückgesetzt. Natürlich behältst du alle bis dahin gekauften Kristalle und bekommst sogar 10% mehr als Bonus für deine Unterstützung in der Beta!;There will be a reset of all accounts when Rise of Legions launches into Early Access this fall. You will however receive all of your purchased crystals plus 10% back into your account on launch day!
shop_nav_scDiamonds;Kristalle;Crystals
shop_nav_scCredits;Credits;Credits
shop_nav_scCards;Karten;Cards
shop_nav_scCurrency;Credits;Credits
shop_nav_scIcons;Icons;Icons
shop_nav_scBonuscode;Bonuscode einlösen;Redeem bonus code
shop_purchase_dialog_caption;Kaufstatus;Purchase state
shop_purchase_dialog_psProcessing;Kauf wird bearbeitet...;Purchase in progress...
shop_purchase_dialog_psSuccess;Kauf erfolgreich abgeschlossen!;Purchase successful!
shop_purchase_dialog_psAborted;Kauf wurde abgebrochen!;Purchase aborted!
shop_purchase_dialog_psFailed;Kauf fehlgeschlagen!;Purchase failed!
shop_redeem_dialog_redeem;Einlösen;Redeem
shop_redeem_dialog_caption;Bonuscode einlösen;Redeem bonus code
shop_redeem_dialog_loading_caption;Bonuscode einlösen;Redeem bonus code
shop_redeem_dialog_loading_message;Löse Code ein…;Redeeming code …
;;
scenario_user_name_pve_attack_solo;Kristalllegion;Crystal Legion
scenario_deck_name_pve_attack_solo_1;Kieselsplitter (Stein);Pebble Splinter (Stone)
scenario_deck_name_pve_attack_solo_2;Geröllfragment (Bronze);Debris Fragment (Bronze)
scenario_deck_name_pve_attack_solo_3;Steinschlag (Silber);Falling Rock (Silver)
scenario_deck_name_pve_attack_solo_4;Felsrutsch (Gold);Rock Slide (Gold)
scenario_deck_name_pve_attack_solo_5;Granitlawine (Kristall);Granite Avalanche (Crystal)
scenario_user_name_pve_attack;Kristalllegion;Crystal Legion
scenario_deck_name_pve_attack_1;Kieselsplitter (Stein);Pebble Splinter (Stone)
scenario_deck_name_pve_attack_2;Geröllfragment (Bronze);Debris Fragment (Bronze)
scenario_deck_name_pve_attack_3;Steinschlag (Silber);Falling Rock (Silver)
scenario_deck_name_pve_attack_4;Felsrutsch (Gold);Rock Slide (Gold)
scenario_deck_name_pve_attack_5;Granitlawine (Kristall);Granite Avalanche (Crystal)
scenario_deck_name_IDLE_GAME_1;Kristalllegion;Crystal Legion
scenario_deck_name_IDLE_GAME_2;Kristalllegion;Crystal Legion
scenario_deck_name_IDLE_GAME_3;Kristalllegion;Crystal Legion
scenario_deck_name_IDLE_GAME_4;Kristalllegion;Crystal Legion
scenario_deck_name_IDLE_GAME_5;Kristalllegion;Crystal Legion
scenario_deck_name_meta_test_1;Sofortverlierer (Stein);Instant Loser (Stone)
scenario_deck_name_sandbox_1;Sandhaufen (Sandbox);Pile of Sand (Sandbox)
scenario_user_name_sandbox;Sandbox;Sandbox
scenario_user_name_tutorial;Kristalllegion;Crystal Legion
scenario_deck_name_tutorial_1;Staubwolke (Tutorial);Dustcloud (Tutorial)
scenario_type_description_es1v1;Stelle dein Können in einfachen Gefechten gegen andere Spieler auf die Probe.;Test your skills in a casual match against other players.
scenario_type_description_es2v2;Stellt euer Können in einfachen Gefechten gegen andere Spieler auf die Probe.;Test your skills in a casual match against other players.
scenario_type_description_esDuel;Fordere einen Freund zu einem ungewertetem Gefecht heraus!;Challenge a friend in a casual match!
scenario_type_description_esRanked1v1;Stell dich der Herausforderung und kämpfe dich gegen andere Spieler in der Rangliste nach oben.;Prove your skill against other players and climb up the ranking.
scenario_type_description_esRanked2v2;Stellt euch der Herausforderung und kämpft euch gegen andere Spieler in der Rangliste nach oben.;Prove your skill against other players and climb up the ranking.
scenario_type_description_esPvE;Verbessere deine Fähigkeiten im Kampf gegen den Computer.;Extend your skills in a match against the computer.
scenario_Ranked1vs1;1 vs 1 Rangliste;1 vs 1 Ranked
scenario_Ranked2vs2;2 vs 2 Rangliste;2 vs 2 Ranked
scenario_1vs1;1 vs 1;1 vs 1
scenario_2vs2;2 vs 2;2 vs 2
scenario_sandbox;Sandbox;Sandbox
scenario_sandbox_classic;Sandbox – Duo;Sandbox – Duo
scenario_pve_sandbox;Sandbox - Alleine stürmen;Sandbox - Storm Solo
scenario_pve_sandbox_classic;Sandbox - Gemeinsam stürmen;Sandbox - Storm Duo
scenario_duel;Duell;Duel
scenario_performance_test;Leistungstest;Performance Test
scenario_pvp_bot;PvP gegen KI;PvP against AI
scenario_IDLE_GAME;Idle Legions;Idle Legions
scenario_IDLE_GAME_description;Zum Testen des Metagames kann hier ein Deck automatisiert spielen.;For testing the meta game a deck can play automatically here.
scenario_META_TEST;Sofortsieg;Instawin
scenario_META_TEST_description;Zum Testen des Metagames wird dieser Modus einen sofortigen Sieg gewähren.;For testing the meta game you can win instantly with this mode.
scenario_tutorial;Tutorial;Tutorial
scenario_tutorial_description;Lerne die Grundlagen des Spiels in einem einfachen Gefecht gegen den Computer.\n Stürme die feindliche Golembasis, um den Granitweltenbrecher zu besiegen. Aber beeile dich, er erlangt nach kurzer Zeit die volle Stärke und wird deinen Nexus zerschmettern, wenn du ihm nicht zuvor kommst. Zum Glück verschafft dir die Zerstörung seiner Türme mehr Zeit.;Learn the basics of the game against the ai.\n Storm the enemy golem base to defeat the mighty world breaker, but hurry as he gathers strength to smash your nexus after a short while. Destroying his camps delays this effect.
scenario_tutorial_new;Tutorial 2.0 – WIP;Tutorial 2.0 – WIP
scenario_tutorial_new_description;In Arbeit;Work in progress
scenario_pve_core_test_1;Core Test 1;Core Test 1
scenario_pve_core_test_1_description;Nexus health and damage vastly increased. Each lane tower shoots a high damage projectile at the Nexus on being build or upgraded.;Nexus health and damage vastly increased. Each lane tower shoots a high damage projectile at the Nexus on being build or upgraded.
scenario_pve_core_test_2;Core Test 2;Core Test 2
scenario_pve_core_test_2_description;Each dying lane tower now clears all units surrounding it.;Each dying lane tower now clears all units surrounding it.
scenario_pve_core_test_3;Core Test 3;Core Test 3
scenario_pve_core_test_3_description;Lane tower health and damage increased. Now dealing splash as well.;Lane tower health and damage increased. Now dealing splash as well.
scenario_pve_attack_solo;Alleine stürmen;Storm Solo
scenario_pve_attack_solo_description;Stürme die feindliche Golembasis, um den Granitweltenbrecher zu besiegen. Aber beeile dich, er erlangt nach kurzer Zeit die volle Stärke und wird deinen Nexus zerschmettern, wenn du ihm nicht zuvor kommst. Zum Glück verschafft dir die Zerstörung seiner Türme mehr Zeit.;Storm the enemy golem base to defeat the mighty world breaker, but hurry as he gathers strength to smash your nexus after a short while. Destroying his camps delays this effect.
scenario_pve_attack;Gemeinsam stürmen;Storm Duo
scenario_pve_attack_description;Stürmt die feindliche Golembasis, um den Granitweltenbrecher zu besiegen. Aber eilt euch, er erlangt nach kurzer Zeit die volle Stärke und wird euren Nexus zerschmettern, wenn ihr Ihm nicht zuvor kommt. Zum Glück verschafft euch die Zerstörung seiner Türme mehr Zeit.;Storm the enemy golem base to defeat the mighty world breaker, but hurry as he gathers strength to smash your nexus after a short while. Destroying his camps delays this effect.
scenario_difficulty_dialog_caption;Schwierigkeitsgrad;Difficulty
scenario_difficulty_best_time;Persönliche Bestzeit: %s;Personal best time: %s
scenario_difficulty_1;§league_1;§league_1
scenario_difficulty_loot_1;+0%;+0%
scenario_difficulty_loot_hint_1;Dieser Schwierigkeitsgrad bringt keine Boni.;This difficulty doesn't give any bonus.
scenario_difficulty_2;§league_2;§league_2
scenario_difficulty_loot_2;+50%;+50%
scenario_difficulty_loot_hint_2;Dieser Schwierigkeitsgrad bringt 50% mehr Erfahrung und Gold.;This difficulty gives 50% more experience and Credits.
scenario_difficulty_3;§league_3;§league_3
scenario_difficulty_loot_3;+100%;+100%
scenario_difficulty_loot_hint_3;Dieser Schwierigkeitsgrad bringt 100% mehr Erfahrung und Gold.;This difficulty gives 100% more experience and Credits.
